"","name","image","thigh","shank","meta","toe","HH","eff"
"1218",128,6,198.350669332042,163.237618734861,77.8795326729728,50.3006893533405,378.861933638152,0.773553068093424
"1219",128,7,114.927322154877,192.120878474148,53.564737435949,41.0075276208668,215.086279933328,0.53554611457867
"1220",128,10,110.266914577028,177.530151424551,25.0792102204897,30.3262583921703,197.987370536728,0.576882017375736
"1221",129,1,59.6824474937468,58.0956298835377,37.0803388811148,18.9475032745589,104.76161873266,0.602750579578473
"1222",129,2,33.3736501126116,51.9879876271632,27.8365593240135,11.6142959136249,70.3983035592937,0.564032508925476
"1223",129,3,55.0145595092696,72.9419450447791,22.5088015,21.3933809882511,67.4967752841777,0.392745786935778
"1224",129,4,41.7176754137503,63.5725565675597,31.564027593981,9.39658955136194,95.2827929412494,0.651502493901657
"1225",129,6,74.0551460530938,103.091244442326,35.0061391626458,11.2603663519585,113.44606201626,0.507786542506345
"1226",129,7,16.7282945305167,23.240769519208,10.1644610557555,4.63701409413938,31.5274170849218,0.575627290613578
"1227",129,5,159.194954598699,171.803889236316,73.7826078455821,19.2281703355629,206.47287647102,0.486953280657274
"1228",129,8,131.762567852843,131.90476813284,85.5207973127456,14.1182104127241,190.037008963775,0.523076495231428
"1229",129,9,66.5827112254089,93.3147316047757,28.6597853103963,14.3297679380127,111.035502476183,0.547277571368696
"1230",129,10,24.8595417675091,35.6257345122987,17.5045940593058,5.03929475941054,52.6616694881281,0.634255076823171
"1231",130,1,49.3438750513101,86.5131874784014,34.992890994359,10.7240034329898,77.8533376249343,0.428769295606338
"1232",130,2,21.977794111005,26.2147218330179,13.6568261688117,4.83451285633533,35.1943657443187,0.527779411682037
"1233",130,9,251.971367324604,259.981554179351,144.288823757038,97.1771088397255,413.617376565977,0.548987292147966
"1234",130,10,21.4224448009232,32.1647169167211,15.4183542023345,5.24305431555078,40.1133705283829,0.540257817775295
"1235",130,3,23.3351314024288,28.395023989586,16.0803837197798,5.91301747306499,44.4345874342079,0.602718988239009
"1236",130,4,156.589332534849,204.771463089827,88.9449642769121,33.5728837780688,276.572223763985,0.571573528562432
"1237",130,5,177.243363666259,197.492681491438,102.495363808865,32.5389945591635,298.635806624222,0.58582413682467
"1238",130,6,66.2124308638341,82.906394434213,44.9529266064165,11.082509828065,110.226817325762,0.53728748501199
"1239",130,7,57.8019349365619,81.7185676512452,48.3574689941501,16.3497588274437,125.491336390477,0.614467663812908
"1240",130,8,83.593134793939,108.884811695209,47.6282270311649,12.844212318328,145.341926117816,0.574586694683007
"1241",131,3,36.1429490475183,41.0654812250779,16.82120678647,8.8062747334394,53.5907395777047,0.521128647022024
"1242",131,6,108.537940850697,145.923413346589,73.3866287255578,31.691676617545,227.16643823063,0.631825814490183
"1243",131,7,85.3440048334266,111.897871688946,42.5743749390937,21.3158667562816,134.218762530061,0.513987951563051
"1244",131,8,140.998121971763,223.067993879125,128.258101434472,50.0091252131482,296.606226444163,0.546907599443747
"1245",131,9,79.7998087752161,116.407885281363,57.6949001182652,15.6053617845152,189.698799458221,0.703870870093447
"1246",131,1,82.4064446886888,87.2772401263233,48.2983140683528,14.6978375747551,141.707431574552,0.609023255867975
"1247",131,2,90.3052299286365,104.060830873935,55.100434429432,14.019498614522,143.9854056623,0.546463223947182
"1248",131,4,64.5210591681196,108.670434687597,41.1415993608963,10.5974843220696,133.937615723391,0.59546201849927
"1249",131,5,57.9935133579165,77.0178220025317,37.3338748470617,10.3777271801241,93.3607291465729,0.510941485953209
"1250",132,1,55.230873314129,73.9062299849251,30.3964383995794,10.3955893169796,95.8322034338737,0.563953942806125
"1251",132,3,55.82307731714,74.6428347711745,37.6107028669588,8.88840050550677,147.088885632234,0.831174937313148
"1252",132,6,78.0212585123178,119.805579881078,44.8666968617029,14.2659704383133,161.398147205692,0.628107322864568
"1253",132,9,37.681956514395,46.3092308648319,15.875854030484,6.16879813279302,62.9127419461229,0.593315828097015
"1254",132,10,25.8873412555636,27.0116369117389,11.4984345481697,3.57415415213519,34.6242292786231,0.50939283694994
"1255",132,2,33.3314071576247,53.7410070669434,28.3233894033116,7.9729314954186,66.7544732762932,0.541097168659278
"1256",132,4,32.9148005837762,38.0535383951008,19.797833431907,6.03749991646211,56.3657797713037,0.582269023645698
"1257",132,5,75.5896050366437,90.4436048084095,59.8867514816894,14.9598187767315,102.556788622801,0.425759225530452
"1258",132,7,181.630401543035,216.185834916331,102.424884504382,24.3356144913439,271.748712291535,0.518034243466367
"1259",132,8,107.357639291973,157.034944237253,60.2718112827574,15.5093797470041,183.131529845659,0.538346996569845
"1260",133,1,77.8355002982323,113.522877138231,79.4190617094649,14.1150358739211,165.145689845701,0.579677261865884
"1261",133,2,64.6593840098945,56.7549688347692,40.4647988481319,13.2454932585764,124.479960712915,0.71080778349318
"1262",133,3,52.7488306549116,55.342880050844,36.0127267567002,12.0300001153313,93.2194054534243,0.597045769655922
"1263",133,4,84.2816042016706,87.2253955944935,49.3735217703292,17.766334266868,132.777026202787,0.556374504659304
"1264",133,5,101.065863348386,80.6513776610457,45.7360293220743,16.475085964727,168.261299882953,0.689798031019451
"1265",133,10,61.8259599393435,67.882842057429,44.6497305854573,20.1528335410613,122.730555174436,0.630968552740735
"1266",133,6,96.7349924903529,121.198778578624,76.4923274908323,18.1914193420589,181.013788531113,0.579026376212013
"1267",133,7,79.0521021871851,122.273903078319,32.0934444946536,16.7795515160968,162.467030568336,0.649351235375036
"1268",133,8,40.5888895732234,45.9754614719177,34.5803830737376,10.5090614337395,82.596457347575,0.62737619527698
"1269",133,9,67.6930667686595,68.2416276673753,39.3567743373486,14.777873030307,137.457997182397,0.723199206552566
"1270",134,1,61.8156264476629,80.3249493206501,46.8538851650399,10.3090876693102,179.445953610749,0.900365070611448
"1271",134,4,57.2928788194401,66.5689684890954,35.7419517009752,12.0621011692731,143.290024265357,0.834702897407849
"1272",134,9,69.5836348996185,108.609244117629,52.1842541789185,19.1030655097683,222.565899751023,0.892118496399647
"1273",134,10,36.5017315367337,41.8931875478095,29.543004914309,5.76234728532139,100.912057309789,0.88752697042892
"1274",134,2,103.28092676586,138.243427796541,75.4901626638044,21.600401538603,299.211671483686,0.883634048302251
"1275",134,3,64.3156298148062,92.5947133326793,59.1529407308377,19.0948403927824,208.130750636542,0.885067234150055
