"","name","mass","eff","diet","order","family","habitat","fac"
"380","Pongo_pygmaeus",37,0.86199100565489,2,"Primates","Hominidae",2,2
"381","Potamochoerus_larvatus",97.5,0.887826655857244,2,"Artiodactyla","Suidae",1,3
"382","Potorous_tridactylus",1.1,0.580530915515476,2,"Diprotodontia","Potoroidae",1,3
"383","Presbytis_hosei",6.5,0.661500166154824,3,"Primates","Cercopithecidae",2,2
"384","Priodontes_maximus",45.3597,0.752169751058047,1,"Xenarthra","Dasypodidae",1,1
"385","Prionailurus_rubiginosus",1.3844,0.754499676862865,1,"Carnivora","Felidae",2,3
"386","Prionailurus_viverrinus",9.140333,0.809343272223881,1,"Carnivora","Felidae",2,3
"387","Prionodon_linsang",0.7,0.720717915387855,1,"Carnivora","Viverridae",2,2
"388","Prionomys_batesi",0.0125,0.612336072964092,2,"Rodentia","Muridae",2,2
"389","Procapra_gutturosa",27.75,0.843135898338699,2,"Artiodactyla","Bovidae",3,3
"390","Procavia_capensis",3.03,0.600881957994634,2,"Hyracoidea","Procaviidae",3,3
"391","Procolobus_rufomitratus",8,0.649855304669354,2,"Primates","Cercopithecidae",2,2
"392","Procyon_cancrivorus",6.9499,0.809151641168258,1,"Carnivora","Procyonidae",2,2
"393","Procyon_lotor",5.525,0.788716283453358,1,"Carnivora","Procyonidae",2,2
"394","Pronolagus_randensis",2.335,0.56245678807277,2,"Lagomorpha","Leporidae",4,3
"395","Propithecus_diadema",7.5,0.687456988066036,2,"Primates","Indridae",2,2
"396","Proteles_cristatus",10,0.864543430821961,1,"Carnivora","Hyaenidae",4,3
"397","Pseudalopex_griseus",8.28,0.828836742394218,1,"Carnivora","Canidae",4,3
"398","Pseudantechinus_macdonnellensis",0.0325,0.642954816332757,1,"Dasyuromorphia","Dasyuridae",3,1
"399","Pseudocheirus_herbertensis",1.115,0.462613979816977,2,"Diprotodontia","Psuedocheiridae",2,2
"400","Pseudomys_australis",0.065,0.553214044976201,3,"Rodentia","Muridae",3,1
"401","Pseudomys_hermannsburgensis",0.012,0.59944461930904,3,"Rodentia","Muridae",3,1
"402","Pseudomys_nanus",0.034,0.535890378538654,3,"Rodentia","Muridae",3,1
"403","Pteromys_volans",0.14375,0.600638992134689,2,"Rodentia","Sciuridae",2,2
"404","Puma_concolor",51.6,0.826279533715197,1,"Carnivora","Felidae",2,3
"405","Pygathrix_nemaeus",8.31,0.721899076958181,2,"Primates","Cercopithecidae",2,2
"406","Rangifer_tarandus",86.034,0.821989795103786,2,"Artiodactyla","Cervidae",2,3
"407","Raphicerus_sharpei",9.4999,0.861728089429131,2,"Artiodactyla","Bovidae",1,3
"408","Rattus_rattus",0.22915,0.564688116676605,3,"Rodentia","Muridae",1,3
"409","Rattus_tanezumi",0.087,0.674756906526667,3,"Rodentia","Muridae",1,1
"410","Rattus_villosissimus",0.134,0.627358213135034,2,"Rodentia","Muridae",1,1
"411","Ratufa_bicolor",2.05,0.568126789427713,3,"Rodentia","Sciuridae",2,2
"412","Reithrodontomys_megalotis",0.0094,0.69067793024924,2,"Rodentia","Muridae",1,3
"413","Rhabdomys_pumilio",0.0407,0.650747503614635,2,"Rodentia","Muridae",3,2
"414","Rheithrosciurus_macrotis",1.225,0.833292438732559,3,"Rodentia","Sciuridae",2,2
"415","Rhinosciurus_laticaudatus",0.221,0.60595312998764,1,"Rodentia","Sciuridae",2,2
"416","Rhipidomys_mastacalis",0.0775,0.567295746099914,2,"Rodentia","Muridae",2,2
"417","Rhynchocyon_chrysopygus",0.54,0.67667628584425,1,"Macroscelidea","Macroscelididae",1,3
"418","Romerolagus_diazi",0.4767,0.633145947932999,2,"Lagomorpha","Leporidae",5,3
"419","Rupicapra_rupicapra",26.1,0.853456104625399,2,"Artiodactyla","Bovidae",5,3
"420","Saguinus_imperator",0.4,0.71991749493745,3,"Primates","Callitrichidae",2,2
"421","Saiga_tatarica",29,0.866965602701331,2,"Artiodactyla","Bovidae",4,3
"422","Saimiri_oerstedii",0.2785,0.799563595369914,3,"Primates","Cebidae",2,2
"423","Sciurus_carolinensis",0.5065,0.503044182710649,2,"Rodentia","Sciuridae",2,2
"424","Sciurus_nayaritensis",0.697,0.564834694496895,2,"Rodentia","Sciuridae",2,2
"425","Sciurus_niger",0.7619,0.566566075834979,2,"Rodentia","Sciuridae",2,2
"426","Sciurus_vulgaris",0.333,0.549423823359618,2,"Rodentia","Sciuridae",2,2
"427","Semnopithecus_entellus",11.52983,0.788854777918328,2,"Primates","Cercopithecidae",2,2
"428","Setonix_brachyurus",3.25,0.649789774555395,2,"Diprotodontia","Macropodidae",1,3
"429","Sicista_betulina",0.008,0.634864678558492,3,"Rodentia","Dipodidae",1,2
"430","Sigmodon_alleni",0.179,0.609003780957266,3,"Rodentia","Muridae",1,1
"431","Sminthopsis_aitkeni",0.0225,0.665446104433625,1,"Dasyuromorphia","Dasyuridae",1,1
"432","Sminthopsis_crassicaudata",0.015,0.629645502492833,2,"Dasyuromorphia","Dasyuridae",3,1
"433","Sminthopsis_laniger",0.025,0.546748336518714,2,"Dasyuromorphia","Dasyuridae",3,3
"434","Sminthopsis_macroura",0.02,0.637889125953182,2,"Dasyuromorphia","Dasyuridae",3,3
"435","Solenodon_cubanus",0.65,0.638594197178422,1,"Insectivora","Solenodontidae",1,2
"436","Sorex_alpinus",0.0078,0.665575220767208,1,"Insectivora","Soricidae",5,1
"437","Spermophilopsis_leptodactylus",0.600022451,0.719319272549734,2,"Rodentia","Sciuridae",3,1
"438","Spermophilus_beldingi",0.2805,0.500431322544122,3,"Rodentia","Sciuridae",4,1
"439","Spermophilus_citellus",0.29,0.610475735134456,3,"Rodentia","Sciuridae",4,1
"440","Spermophilus_saturatus",0.22,0.548600762654188,3,"Rodentia","Sciuridae",5,3
"441","Spermophilus_tereticaudus",0.1565,0.553225231434565,3,"Rodentia","Sciuridae",3,1
"442","Spermophilus_tridecemlineatus",0.1317,0.575512318542232,3,"Rodentia","Sciuridae",4,1
"443","Spermophilus_undulatus",0.84,0.573145152590244,3,"Rodentia","Sciuridae",4,1
