"","name","image","thigh","shank","meta","toe","HH","eff"
"68","Lepus_townsendii",5.5,73.9062513692045,100.624411187453,46.7791609915217,15.2549944339493,148.254181349297,0.661508381307218
"69","Liomys_pictus",5.5,72.7894040922414,100.461877010435,49.9158158695443,16.6114448439315,132.607672310534,0.547137552270188
"70","Loxodonta_africana",5.5,189.360720657466,142.293707122501,18.5710415281754,15.4521032152633,358.006104227219,0.982282586229432
"71","Lycaon_pictus",5.5,208.846358913524,216.385611150884,134.719690630241,28.0459062514469,509.808204454848,0.868102316558542
"72","Lynx_canadensis",4.5,104.315151429341,112.465128889754,62.5526381057773,16.4169544156884,242.246651665875,0.805688477497088
"73","Macropus_eugenii",5,95.5746961692261,173.473553938748,62.0461377285227,21.3613998114437,232.699378467946,0.674965103554874
"74","Madoqua_kirki",5.5,152.754145162841,182.514470526965,138.428579273891,37.2446033324754,380.642865910638,0.75498746099741
"75","Marmota_monax",5.5,59.0368250812542,75.3109830316773,13.9240538178983,13.6496775485182,99.8962389859881,0.644851941777957
"76","Meles_meles",6,68.0933898365639,79.5615196769244,23.9392339044544,13.6282512523254,132.058552460269,0.715022884158664
"77","Mephitis_mephitis",5.5,41.6508012873238,60.0311296445318,15.5956907056558,12.6893526680888,95.171850184882,0.738564621525175
"78","Mesocricetus_brandti",5.5,80.669642181751,102.522670068241,35.3428389668745,19.0885729623239,141.638032576944,0.585338031447016
"79","Microdipodops_megacephalus",5,48.9949474504412,75.214216663407,39.2485082599152,11.142710243823,100.63857867544,0.580285281643994
"80","Microtus_pennsylvanicus",5,61.6215947474049,78.1115535279109,41.2450132912322,14.0662805499808,101.222683817995,0.511585966722611
"81","Microtus_pinetorum",1.5,50.8261995178571,53.1802081182167,19.4577381857978,9.4519394018302,79.9353820560179,0.604051052428077
"82","Monodelphis_brevicaudata",3,76.7941908339611,93.4912849605772,35.5409246693021,18.7396804041186,156.238216599856,0.696854879143088
"83","Mus_musculus",5.5,50.7456920281907,78.1625678976275,31.51645831389,11.529750423597,102.262212074065,0.585453204777079
"84","Myrmecobius_fasciatus",5.5,59.8994164933583,79.7468952124872,35.1719325936716,13.4889011546627,134.773993980917,0.709695222624789
"85","Napaeozapus_insignis",4.5,47.6275392626938,75.6170399620489,43.2739568020779,13.0083277273136,96.672647702992,0.536494978015067
"86","Nasua_narica",5.5,89.2784445362588,100.217354308257,28.256004032843,14.9661101783226,187.424594437723,0.798818199568219
"87","Neotoma_lepida",5.5,62.8890397582705,88.0408788649903,36.2437889193542,14.273156574321,112.997509824922,0.557321906053956
"88","Notomys_alexis",5.5,63.7978910911231,89.1460803888847,48.1473199186898,15.6740974046106,116.671210068344,0.54507062853998
"89","Notomys_cervinus",4.5,63.0411774431116,108.07918371301,51.85076681835,15.7965284454511,138.140942853965,0.58377512838378
"90","Odocoileus_hemionus",5.5,88.6394662092424,102.988355168757,95.4795407136465,20.788099320462,264.371101990494,0.857502265469501
"91","Odocoileus_virginianus",5.5,133.591797713929,151.147453418495,143.528092489585,29.1113665868546,396.15356765627,0.870382526725087
"92","Onychomys_torridus",3.5,75.6333021810445,97.7234991925878,35.7379600786205,18.3365003796219,130.434048014114,0.568340918689893
"93","Oreamnos_americanus",5.5,77.4688720097404,85.4090740552496,46.4558999375373,15.8782483843035,196.714686446484,0.873732642491806
"94","Oryctolagus_cuniculus",5.5,88.505743577629,115.715015132959,65.3747869708119,19.1854376081147,188.495321939326,0.693949484213277
"95","Ovis_ammon",5.5,94.1714791561133,144.460145231953,106.954496004228,25.1338327155908,310.61911551185,0.842523474329295
"96","Ovis_canadensis",5.5,45.1700915078567,64.8500661906248,46.9025220582648,12.0999465204789,151.040739753371,0.892425760754451
"97","Panthera_leo",5.5,113.448961658134,119.915376356294,65.4546415017169,19.4528055130831,265.294524918309,0.834745065719191
"98","Panthera_onca",5.5,95.4426157967902,107.906140924577,54.1088203206645,17.4294238450789,219.623520199488,0.800831914546408
"99","Panthera_pardus",5.5,80.5391553534022,104.664235381011,47.4099722258699,14.5239357428706,195.203102067126,0.793798801461336
"100","Panthera_tigris",5.5,89.4329208656216,106.804062811738,50.8842999334047,14.0072360177224,218.725589867554,0.831660694441971
"101","Perognathus_longimembris",5,85.5607063022082,120.890550216669,55.5847593752773,20.4212441490148,174.288028776343,0.59565891683588
"102","Perognathus_parvus",5.5,64.5714028043418,87.4318348314499,41.6103297563293,12.307873403395,108.431985962834,0.523739176146598
"103","Peromyscus_crinitus",1.5,33.7344008550849,52.0195766806593,13.0767046032615,9.1570331403775,54.5860582170215,0.5048003632185
"104","Peromyscus_eremicus",5.5,79.9248885461276,112.220764625976,47.4188908039872,17.6134976740743,137.413887183402,0.534896123710725
"105","Peromyscus_leucopus",6,74.9049115332829,92.8675474737264,45.1177806386675,13.1950114153847,132.047815555297,0.592448969275186
"106","Peromyscus_maniculatus",5.5,102.979713844189,156.466987444344,72.8375222759875,17.7458123504204,204.535836613852,0.589076491291973
"107","Peromyscus_truei",6,79.3715458889414,103.893216488981,51.2770894898854,13.8338690098785,150.745767544336,0.59014930679762
"108","Phacochoerus_aethiopicus",5.5,82.4616886555659,98.9037035633771,40.9692362824759,21.815009060988,210.171453437445,0.855371791527933
"109","Potorous_tridactylus",5.5,125.113292644284,157.140457804749,61.8110268401592,23.0611846604932,214.499967858778,0.580530915515476
"110","Procapra_gutturosa",5,54.0827531458422,63.0585873763904,59.8241047376406,13.372142667302,162.009436690704,0.843135898338699
"111","Procyon_lotor",6,94.4336131317353,106.820046057324,37.7193330744855,11.7380727894792,200.063640821611,0.788716283453358
"112","Pseudomys_australis",5.5,53.1403193877946,61.9334675486572,27.1090689890647,8.59493298244476,82.1869419141098,0.553214044976201
"113","Pseudomys_hermannsburgensis",2.5,67.4493782382253,92.0773590916289,61.3989327647898,9.71588554484565,135.024019268841,0.59944461930904
"114","Pseudomys_nanus",5.5,63.5708003530446,82.8398562269268,39.0762852283901,11.0544427013185,104.594012391549,0.535890378538654
"115","Puma_concolor",5.5,107.621031556612,109.246728484279,64.3124360288466,16.00961080999,248.879937894702,0.826279533715197
"116","Rangifer_tarandus",5.5,93.170326597637,131.398959078357,104.823252744841,18.2539233155785,286.255089071101,0.821989795103786
"117","Rattus_rattus",5.5,58.4783781199437,88.1322191362528,34.423442220594,11.8935624564573,114.095625119664,0.564688116676605
"118","Rupicapra_rupicapra",5.5,84.5326913855023,109.355989254821,74.9030408288828,19.9800642007622,244.626984938444,0.853456104625399
"119","Saiga_tatarica",5,111.187331374276,115.249195037082,108.137056769723,22.9193795424493,313.159881599859,0.866965602701331
"120","Sciurus_carolinensis",6,60.306324292416,86.0619169367297,34.4072210340273,12.6367080046019,95.0788025570837,0.503044182710649
"121","Sciurus_niger",5.5,58.2309570201448,76.0530715806242,33.0708457890134,12.0042499681861,104.583493249619,0.566566075834979
"122","Sciurus_vulgaris",5.5,84.2498576543106,114.828091353475,43.9834833343639,22.2254411410485,144.09053849751,0.549423823359618
"123","Sminthopsis_crassicaudata",5.5,86.1389541935183,128.508475262798,48.5410607063076,20.5370225737257,171.323339465616,0.629645502492833
"124","Sminthopsis_laniger",5.5,52.552960138148,69.0279272084533,47.2886009680466,10.0318128414114,100.038665735491,0.546748336518714
